Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.22-192.168.1.29-2404-34959-6,192.168.1.29,34959.0,192.168.1.22,2404.0,6.0,05/06/2020 11:39:20 PM,20999401.0,2.0,5.0,22.0,39.0,16.0,6.0,11.0,7.071067811865476,15.0,6.0,7.8,4.024922359499621,2.9048447620005926,0.3333428415410516,3499900.166666667,5070466.313764975,10045050.0,69.0,10015675.0,10015675.0,0.0,10015675.0,10015675.0,20999401.0,5249850.25,5533284.925298437,10047544.0,2062.0,0.0,1.0,0.0,0.0,64,160,0.0952408118688718,0.2381020296721797,6.0,16.0,8.375,4.405759217855,19.41071428571429,0,0,0,1,1,0.0,0.0,0.0,2.0,9.571428571428571,11.0,7.8,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,5.0,39.0,-1.0,260.0,2.0,0.0,2278.0,305.4701294725885,2494.0,2062.0,10029115.5,22534.78600963408,10045050.0,10013181.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-40543-6,192.168.1.29,40543.0,192.168.1.22,2404.0,6.0,05/06/2020 11:56:49 PM,21005386.0,2.0,5.0,22.0,39.0,16.0,6.0,11.0,7.071067811865476,15.0,6.0,7.8,4.024922359499621,2.9040170935206806,0.3332478631908978,3500897.666666666,5057977.433028213,10012558.0,77.0,10013682.0,10013682.0,0.0,10013682.0,10013682.0,21005386.0,5251346.5,5512739.015970102,10013265.0,150.0,0.0,1.0,0.0,0.0,64,160,0.0952136751973993,0.2380341879934984,6.0,16.0,8.375,4.405759217855,19.41071428571429,0,0,0,1,1,0.0,0.0,0.0,2.0,9.571428571428571,11.0,7.8,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,5.0,39.0,-1.0,260.0,2.0,0.0,637.0,688.7220048756972,1124.0,150.0,10012349.5,294.8635277547903,10012558.0,10012141.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-39581-6,192.168.1.29,39581.0,192.168.1.22,2404.0,6.0,05/06/2020 11:04:55 PM,24992080.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,3.0809760532136585,0.3201014081260943,3570297.1428571427,4704878.845329122,10022901.0,174.0,10016645.0,10016645.0,0.0,10016645.0,10016645.0,24992080.0,4998416.0,4928793.374957404,10025140.0,2148.0,0.0,1.0,0.0,0.0,64,192,0.0800253520315235,0.2400760560945707,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,2303071.5,3253868.5262487936,4603904.0,2239.0,10018653.5,6006.8721061797205,10022901.0,10014406.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-40589-6,192.168.1.29,40589.0,192.168.1.22,2404.0,6.0,05/06/2020 07:55:42 PM,24993896.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,3.0807521964562867,0.3200781502811726,3570556.571428572,4658458.547845874,10012213.0,68.0,10012993.0,10012993.0,0.0,10012993.0,10012993.0,24993896.0,4998779.2,4861263.652038346,10012281.0,111.0,0.0,1.0,0.0,0.0,64,192,0.0800195375702931,0.2400586127108795,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,2161878.0,3056254.1012173714,4322976.0,780.0,10008385.0,5413.609516764208,10012213.0,10004557.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-36141-6,192.168.1.29,36141.0,192.168.1.22,2404.0,6.0,05/06/2020 10:19:35 PM,23477933.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666666,4.915960401250875,3.2796754296896578,0.3407454991885358,3353990.4285714286,4633331.358472392,10012458.0,96.0,10013194.0,10013194.0,0.0,10013194.0,10013194.0,23477933.0,4695586.6,4932679.499015652,10012554.0,1377.0,0.0,1.0,0.0,0.0,64,192,0.0851863747971339,0.2555591243914019,6.0,16.0,9.22222222222222,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,1056.5,453.255446740577,1377.0,736.0,10010960.5,2117.78480965371,10012458.0,10009463.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-44007-6,192.168.1.29,44007.0,192.168.1.22,2404.0,6.0,05/06/2020 10:15:45 PM,23999238.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,3.2084352011509703,0.3333439170026982,3428462.571428572,4632880.705696112,10012764.0,64.0,10006192.0,10006192.0,0.0,10006192.0,10006192.0,23999238.0,4799847.6,4896107.85060749,10013608.0,1624.0,0.0,1.0,0.0,0.0,64,192,0.0833359792506745,0.2500079377520236,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,1585898.5,2241605.571000505,3170953.0,844.0,10009056.0,5243.903889279436,10012764.0,10005348.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-41211-6,192.168.1.29,41211.0,192.168.1.22,2404.0,6.0,05/06/2020 11:00:06 PM,20993024.0,2.0,5.0,22.0,39.0,16.0,6.0,11.0,7.071067811865476,15.0,6.0,7.8,4.024922359499621,2.9057271596507483,0.3334441002877909,3498837.333333333,5061825.533753714,10020280.0,185.0,10022633.0,10022633.0,0.0,10022633.0,10022633.0,20993024.0,5248256.0,5520737.40919834,10020465.0,1506.0,0.0,1.0,0.0,0.0,64,160,0.0952697429393688,0.238174357348422,6.0,16.0,8.375,4.405759217855,19.41071428571429,0,0,0,1,1,0.0,0.0,0.0,2.0,9.571428571428571,11.0,7.8,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,5.0,39.0,-1.0,260.0,2.0,0.0,1929.5,598.9194436650057,2353.0,1506.0,10016143.5,5849.894400756309,10020280.0,10012007.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-36755-6,192.168.1.29,36755.0,192.168.1.22,2404.0,6.0,05/06/2020 07:35:20 PM,24678002.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666666,4.915960401250875,3.120187768847737,0.3241753526075571,3525428.857142857,4630807.017350411,10046151.0,1274.0,10048529.0,10048529.0,0.0,10048529.0,10048529.0,24678002.0,4935600.4,4846113.1631281385,10047425.0,3689.0,0.0,1.0,0.0,0.0,64,192,0.0810438381518892,0.2431315144556678,6.0,16.0,9.22222222222222,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,3033.5,927.0169901355638,3689.0,2378.0,10030217.0,22534.078902852896,10046151.0,10014283.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-34307-6,192.168.1.29,34307.0,192.168.1.22,2404.0,6.0,06/06/2020 12:16:41 AM,24991196.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,3.0810850349058927,0.3201127308993135,3570170.8571428573,4688337.198515747,10012679.0,90.0,10010905.0,10010905.0,0.0,10010905.0,10010905.0,24991196.0,4998239.2,4904461.858183188,10013642.0,885.0,0.0,1.0,0.0,0.0,64,192,0.0800281827248283,0.2400845481744851,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,2262353.5,3198089.1149216746,4523744.0,963.0,10011310.5,1935.3512601075809,10012679.0,10009942.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-33497-6,192.168.1.29,33497.0,192.168.1.22,2404.0,6.0,05/06/2020 07:37:51 PM,24297597.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666666,4.915960401250875,3.1690376624486776,0.3292506662284339,3471085.285714285,4564196.910723495,10011806.0,267.0,10047049.0,10047049.0,0.0,10047049.0,10047049.0,24297597.0,4859519.4,4798538.959137593,10053897.0,2362.0,0.0,1.0,0.0,0.0,64,192,0.0823126665571085,0.2469379996713255,6.0,16.0,9.22222222222222,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,22226.5,28092.645309760348,42091.0,2362.0,10008382.0,4842.267237565477,10011806.0,10004958.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-45605-6,192.168.1.29,45605.0,192.168.1.22,2404.0,6.0,05/06/2020 09:47:53 PM,25775634.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666666,4.915960401250875,2.9873174021636086,0.3103706391858295,3682233.4285714286,4644912.48027656,10011685.0,70.0,10011005.0,10011005.0,0.0,10011005.0,10011005.0,25775634.0,5155126.8,4783036.1198459705,10012775.0,80.0,0.0,1.0,0.0,0.0,64,192,0.0775926597964573,0.2327779793893721,6.0,16.0,9.22222222222222,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,585.0,714.177848998413,1090.0,80.0,10010800.0,1251.5790027001892,10011685.0,10009915.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-44493-6,192.168.1.29,44493.0,192.168.1.22,2404.0,6.0,05/06/2020 07:32:24 PM,20988166.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,3.668734085674756,0.3811671777324422,2998309.4285714286,4800978.293289048,10019447.0,76.0,10020555.0,10020555.0,0.0,10020555.0,10020555.0,20988166.0,4197633.2,5318563.303690828,10019523.0,1024.0,0.0,1.0,0.0,0.0,64,192,0.0952917944331105,0.2858753832993316,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,354888.0,500320.4740963536,708668.0,1108.0,10016599.0,4027.680225638575,10019447.0,10013751.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-44309-6,192.168.1.29,44309.0,192.168.1.22,2404.0,6.0,06/06/2020 12:12:32 AM,22972801.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,3.3517897969864445,0.3482379009856046,3281828.7142857136,4693852.035110067,10019415.0,195.0,10020147.0,10020147.0,0.0,10020147.0,10020147.0,22972801.0,4594560.2,5051111.980596718,10019610.0,625.0,0.0,1.0,0.0,0.0,64,192,0.0870594752464011,0.2611784257392035,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,1307588.0,1848173.4792686536,2614444.0,732.0,10016201.0,4545.282389467127,10019415.0,10012987.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-45063-6,192.168.1.29,45063.0,192.168.1.22,2404.0,6.0,05/06/2020 08:41:13 PM,24131276.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666666,4.915960401250875,3.1908797528982715,0.3315199743270932,3447325.142857143,4626556.75204496,10022777.0,77.0,10024133.0,10024133.0,0.0,10024133.0,10024133.0,24131276.0,4826255.2,4878102.612528072,10022854.0,1447.0,0.0,1.0,0.0,0.0,64,192,0.0828799935817733,0.2486399807453199,6.0,16.0,9.22222222222222,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,1401.5,64.34671708797582,1447.0,1356.0,10021418.0,1921.916231265036,10022777.0,10020059.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-34127-6,192.168.1.29,34127.0,192.168.1.22,2404.0,6.0,05/06/2020 11:50:48 PM,25001332.0,2.0,6.0,22.0,55.0,16.0,6.0,11.0,7.071067811865476,16.0,6.0,9.166666666666668,4.915960401250875,3.0798359063429097,0.3199829513083542,3571618.8571428573,4687126.750143183,10024630.0,75.0,10025327.0,10025327.0,0.0,10025327.0,10025327.0,25001332.0,5000266.4,4901844.414722769,10024705.0,2214.0,0.0,1.0,0.0,0.0,64,192,0.0799957378270885,0.2399872134812657,6.0,16.0,9.222222222222223,4.841946348777984,23.44444444444445,0,0,0,1,1,0.0,0.0,0.0,3.0,10.375,11.0,9.166666666666666,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,55.0,-1.0,260.0,2.0,0.0,2243758.0,3172167.287430157,4486819.0,697.0,10019298.0,7540.586714573344,10024630.0,10013966.0,c_rd_na_1_DoS
192.168.1.22-192.168.1.29-2404-44829-6,192.168.1.29,44829.0,192.168.1.22,2404.0,6.0,05/06/2020 11:54:26 PM,20226568.0,2.0,5.0,22.0,39.0,16.0,6.0,11.0,7.071067811865476,15.0,6.0,7.8,4.024922359499621,3.0158354101397724,0.346079473294728,3371094.666666667,5149906.250906813,10025718.0,71.0,10013536.0,10013536.0,0.0,10013536.0,10013536.0,20226568.0,5056642.0,5731304.27110636,10027079.0,1031.0,0.0,1.0,0.0,0.0,64,160,0.0988798495127794,0.2471996237819485,6.0,16.0,8.375,4.405759217855,19.41071428571429,0,0,0,1,1,0.0,0.0,0.0,2.0,9.571428571428571,11.0,7.8,0.0,0,0.0,0.0,0.0,0.0,2.0,22.0,5.0,39.0,-1.0,260.0,2.0,0.0,1196.0,233.34523779156063,1361.0,1031.0,10018946.5,9576.347137609411,10025718.0,10012175.0,c_rd_na_1_DoS
